image,image_path,gt_count,pred_count,tp,fp,fn,predicted_at_least_one_cylinder,matched_at_least_one_cylinder
446_jpg.rf.f66a2ae90d1eb8dc4a6fd2c5f517f1fe.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\446_jpg.rf.f66a2ae90d1eb8dc4a6fd2c5f517f1fe.jpg,2,2,2,0,0,True,True
46_png_jpg.rf.53ea42a337aae5cfe171119c9a22a8c0.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\46_png_jpg.rf.53ea42a337aae5cfe171119c9a22a8c0.jpg,1,1,1,0,0,True,True
473_jpg.rf.52467f765250b098ee63a03a35fd47b5.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\473_jpg.rf.52467f765250b098ee63a03a35fd47b5.jpg,1,1,1,0,0,True,True
478_jpg.rf.bad2a10ef727372764d2798cd0a7bf4c.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\478_jpg.rf.bad2a10ef727372764d2798cd0a7bf4c.jpg,1,1,1,0,0,True,True
47_jpg.rf.cd5e0d1faa0b28854f89aac04453ffc8.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\47_jpg.rf.cd5e0d1faa0b28854f89aac04453ffc8.jpg,36,39,24,15,12,True,True
480_jpg.rf.3da7c36a6627ecc2780c672eed657661.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\480_jpg.rf.3da7c36a6627ecc2780c672eed657661.jpg,1,1,1,0,0,True,True
49_jpg.rf.a2ce52d5c87b1353b2af660906fbda0b.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\49_jpg.rf.a2ce52d5c87b1353b2af660906fbda0b.jpg,1,1,1,0,0,True,True
5-1_png_jpg.rf.63c3672a03242579f033f55c4f8314be.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\5-1_png_jpg.rf.63c3672a03242579f033f55c4f8314be.jpg,1,1,1,0,0,True,True
50_jpg.rf.3a0324a8b338c1f86d82bece27ac67ca.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\50_jpg.rf.3a0324a8b338c1f86d82bece27ac67ca.jpg,3,3,3,0,0,True,True
53_png_jpg.rf.9d41b06d673866285b5492a6d467d45c.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\53_png_jpg.rf.9d41b06d673866285b5492a6d467d45c.jpg,1,1,1,0,0,True,True
53_png_jpg.rf.a7a0c17a3a829bafbf0dab4e47b1d056.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\53_png_jpg.rf.a7a0c17a3a829bafbf0dab4e47b1d056.jpg,1,1,1,0,0,True,True
555_jpg.rf.030c6a3d2e2334d7a965c62f3ca0d8f4.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\555_jpg.rf.030c6a3d2e2334d7a965c62f3ca0d8f4.jpg,2,2,2,0,0,True,True
56_jpg.rf.c671f792554263c04f086d42739c4d39.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\56_jpg.rf.c671f792554263c04f086d42739c4d39.jpg,1,1,1,0,0,True,True
59_png_jpg.rf.2ff5e666187a7c4ee6ccc28de66cb085.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\59_png_jpg.rf.2ff5e666187a7c4ee6ccc28de66cb085.jpg,1,1,1,0,0,True,True
60f7b6d45f6e1_jpg.rf.704a2573ef1b7e83ed477f25321efa65.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\60f7b6d45f6e1_jpg.rf.704a2573ef1b7e83ed477f25321efa65.jpg,15,15,13,2,2,True,True
66_jpg.rf.a633dccc8c61792a05d4c222c0756cc8.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\66_jpg.rf.a633dccc8c61792a05d4c222c0756cc8.jpg,3,3,3,0,0,True,True
67_jpg.rf.0ce87f8064bec3f18862d686bf6e4464.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\67_jpg.rf.0ce87f8064bec3f18862d686bf6e4464.jpg,2,2,2,0,0,True,True
